 County Name,County Code,Region Name,Indicator Number,Indicator,Total Event Counts,Denominator,Denominator Note,Measure Unit,Percentage/Rate,95% CI,Data Comments,Data Years,Data Sources,Quartile,Mapping Distribution,Location
Hamilton,20,Northeastern New York,d21,"Cirrhosis mortality rate per 100,000",,4851,Average annual population,Rate,41.2,,Unstable Estimate,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",10.9 + : Q4,3,
Montgomery,27,Northeastern New York,d21,"Cirrhosis mortality rate per 100,000",16,49584,Average annual population,Rate,10.8,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",9.3 - < 10.9 : Q3,2,
Otsego,36,Northeastern New York,d21,"Cirrhosis mortality rate per 100,000",17,61926,Average annual population,Rate,9.2,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 9.3 : Q1 & Q2,1,
Rensselaer,38,Northeastern New York,d21,"Cirrhosis mortality rate per 100,000",59,158122,Average annual population,Rate,12.4,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",10.9 + : Q4,3,
Saratoga,41,Northeastern New York,d21,"Cirrhosis mortality rate per 100,000",55,220186,Average annual population,Rate,8.3,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 9.3 : Q1 & Q2,1,
Schenectady,42,Northeastern New York,d21,"Cirrhosis mortality rate per 100,000",44,153985,Average annual population,Rate,9.5,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",9.3 - < 10.9 : Q3,2,
Schoharie,43,Northeastern New York,d21,"Cirrhosis mortality rate per 100,000",,32285,Average annual population,Rate,9.3,,Unstable Estimate,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 9.3 : Q1 & Q2,1,
Warren,52,Northeastern New York,d21,"Cirrhosis mortality rate per 100,000",18,65853,Average annual population,Rate,9.1,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 9.3 : Q1 & Q2,1,
Washington,53,Northeastern New York,d21,"Cirrhosis mortality rate per 100,000",18,63045,Average annual population,Rate,9.5,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",9.3 - < 10.9 : Q3,2,
Dutchess,13,Hudson Valley,d21,"Cirrhosis mortality rate per 100,000",60,296350,Average annual population,Rate,6.7,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 9.3 : Q1 & Q2,1,
Orange,33,Hudson Valley,d21,"Cirrhosis mortality rate per 100,000",65,377072,Average annual population,Rate,5.7,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 9.3 : Q1 & Q2,1,
Putnam,37,Hudson Valley,d21,"Cirrhosis mortality rate per 100,000",21,99636,Average annual population,Rate,7,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 9.3 : Q1 & Q2,1,
Rockland,39,Hudson Valley,d21,"Cirrhosis mortality rate per 100,000",39,309006,Average annual population,Rate,4.2,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 9.3 : Q1 & Q2,1,
Sullivan,48,Hudson Valley,d21,"Cirrhosis mortality rate per 100,000",25,76758,Average annual population,Rate,10.9,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",9.3 - < 10.9 : Q3,2,
Ulster,51,Hudson Valley,d21,"Cirrhosis mortality rate per 100,000",45,182127,Average annual population,Rate,8.2,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 9.3 : Q1 & Q2,1,
Westchester,55,Hudson Valley,d21,"Cirrhosis mortality rate per 100,000",191,953658,Average annual population,Rate,6.7,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 9.3 : Q1 & Q2,1,
Bronx,58,New York City,d21,"Cirrhosis mortality rate per 100,000",311,1391466,Average annual population,Rate,7.5,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 9.3 : Q1 & Q2,1,
Kings,59,New York City,d21,"Cirrhosis mortality rate per 100,000",443,2534814,Average annual population,Rate,5.8,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 9.3 : Q1 & Q2,1,
New York,60,New York City,d21,"Cirrhosis mortality rate per 100,000",265,1605625,Average annual population,Rate,5.5,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 9.3 : Q1 & Q2,1,
Queens,61,New York City,d21,"Cirrhosis mortality rate per 100,000",389,2261761,Average annual population,Rate,5.7,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 9.3 : Q1 & Q2,1,
Richmond,62,New York City,d21,"Cirrhosis mortality rate per 100,000",81,476976,Average annual population,Rate,5.7,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 9.3 : Q1 & Q2,1,
Nassau,28,Nassau-Suffolk,d21,"Cirrhosis mortality rate per 100,000",236,1347132,Average annual population,Rate,5.8,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 9.3 : Q1 & Q2,1,
Suffolk,47,Nassau-Suffolk,d21,"Cirrhosis mortality rate per 100,000",279,1503547,Average annual population,Rate,6.2,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 9.3 : Q1 & Q2,1,
Allegany,2,Western New York,d21a,"Age-adjusted cirrhosis mortality rate per 100,000",14,48960,Average annual population,Rate,8.7,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",7.8 - < 9.0 : Q3,2,
Cattaraugus,4,Western New York,d21a,"Age-adjusted cirrhosis mortality rate per 100,000",36,79946,Average annual population,Rate,12.5,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",9.0 + : Q4,3,
Chautauqua,6,Western New York,d21a,"Age-adjusted cirrhosis mortality rate per 100,000",42,134259,Average annual population,Rate,8.4,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",7.8 - < 9.0 : Q3,2,
Erie,14,Western New York,d21a,"Age-adjusted cirrhosis mortality rate per 100,000",267,915438,Average annual population,Rate,8.1,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",7.8 - < 9.0 : Q3,2,
Genesee,18,Western New York,d21a,"Age-adjusted cirrhosis mortality rate per 100,000",,59313,Average annual population,Rate,3.2,,Unstable Estimate,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 7.8 : Q1 & Q2,1,
Niagara,29,Western New York,d21a,"Age-adjusted cirrhosis mortality rate per 100,000",65,215679,Average annual population,Rate,7.9,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",7.8 - < 9.0 : Q3,2,
Orleans,34,Western New York,d21a,"Age-adjusted cirrhosis mortality rate per 100,000",,42519,Average annual population,Rate,4.8,,Unstable Estimate,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 7.8 : Q1 & Q2,1,
Wyoming,56,Western New York,d21a,"Age-adjusted cirrhosis mortality rate per 100,000",13,41832,Average annual population,Rate,8.4,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",7.8 - < 9.0 : Q3,2,
Chemung,7,Finger Lakes,d21a,"Age-adjusted cirrhosis mortality rate per 100,000",36,88667,Average annual population,Rate,11.2,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",9.0 + : Q4,3,
Livingston,24,Finger Lakes,d21a,"Age-adjusted cirrhosis mortality rate per 100,000",11,64445,Average annual population,Rate,4.5,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 7.8 : Q1 & Q2,1,
Monroe,26,Finger Lakes,d21a,"Age-adjusted cirrhosis mortality rate per 100,000",142,741224,Average annual population,Rate,5.6,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 7.8 : Q1 & Q2,1,
Ontario,32,Finger Lakes,d21a,"Age-adjusted cirrhosis mortality rate per 100,000",37,107369,Average annual population,Rate,9,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",7.8 - < 9.0 : Q3,2,
Schuyler,44,Finger Lakes,d21a,"Age-adjusted cirrhosis mortality rate per 100,000",,18475,Average annual population,Rate,10.5,,Unstable Estimate,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",9.0 + : Q4,3,
Seneca,45,Finger Lakes,d21a,"Age-adjusted cirrhosis mortality rate per 100,000",,34833,Average annual population,Rate,6,,Unstable Estimate,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 7.8 : Q1 & Q2,1,
Steuben,46,Finger Lakes,d21a,"Age-adjusted cirrhosis mortality rate per 100,000",35,98192,Average annual population,Rate,9.1,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",9.0 + : Q4,3,
Wayne,54,Finger Lakes,d21a,"Age-adjusted cirrhosis mortality rate per 100,000",26,92833,Average annual population,Rate,7.7,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 7.8 : Q1 & Q2,1,
Yates,57,Finger Lakes,d21a,"Age-adjusted cirrhosis mortality rate per 100,000",,25095,Average annual population,Rate,6.4,,Unstable Estimate,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 7.8 : Q1 & Q2,1,
Cayuga,5,Central New York,d21a,"Age-adjusted cirrhosis mortality rate per 100,000",26,79763,Average annual population,Rate,9,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",7.8 - < 9.0 : Q3,2,
Cortland,11,Central New York,d21a,"Age-adjusted cirrhosis mortality rate per 100,000",,48898,Average annual population,Rate,6.1,,Unstable Estimate,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 7.8 : Q1 & Q2,1,
Herkimer,21,Central New York,d21a,"Age-adjusted cirrhosis mortality rate per 100,000",17,63638,Average annual population,Rate,6.8,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 7.8 : Q1 & Q2,1,
Jefferson,22,Central New York,d21a,"Age-adjusted cirrhosis mortality rate per 100,000",26,117619,Average annual population,Rate,7.7,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 7.8 : Q1 & Q2,1,
Lewis,23,Central New York,d21a,"Age-adjusted cirrhosis mortality rate per 100,000",,26772,Average annual population,Rate,6.3,,Unstable Estimate,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 7.8 : Q1 & Q2,1,
Madison,25,Central New York,d21a,"Age-adjusted cirrhosis mortality rate per 100,000",13,72254,Average annual population,Rate,5.1,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 7.8 : Q1 & Q2,1,
Oneida,30,Central New York,d21a,"Age-adjusted cirrhosis mortality rate per 100,000",70,233403,Average annual population,Rate,8.3,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",7.8 - < 9.0 : Q3,2,
Onondaga,31,Central New York,d21a,"Age-adjusted cirrhosis mortality rate per 100,000",108,462913,Average annual population,Rate,6.6,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 7.8 : Q1 & Q2,1,
Oswego,35,Central New York,d21a,"Age-adjusted cirrhosis mortality rate per 100,000",31,121905,Average annual population,Rate,7.5,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 7.8 : Q1 & Q2,1,
St. Lawrence,40,Central New York,d21a,"Age-adjusted cirrhosis mortality rate per 100,000",46,111116,Average annual population,Rate,13,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",9.0 + : Q4,3,
Tompkins,50,Central New York,d21a,"Age-adjusted cirrhosis mortality rate per 100,000",29,101689,Average annual population,Rate,10.8,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",9.0 + : Q4,3,
Broome,3,New York-Penn,d21a,"Age-adjusted cirrhosis mortality rate per 100,000",67,198087,Average annual population,Rate,9.2,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",9.0 + : Q4,3,
Chenango,8,New York-Penn,d21a,"Age-adjusted cirrhosis mortality rate per 100,000",31,50405,Average annual population,Rate,15.1,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",9.0 + : Q4,3,
Tioga,49,New York-Penn,d21a,"Age-adjusted cirrhosis mortality rate per 100,000",15,50744,Average annual population,Rate,8.7,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",7.8 - < 9.0 : Q3,2,
Albany,1,Northeastern New York,d21a,"Age-adjusted cirrhosis mortality rate per 100,000",92,302018,Average annual population,Rate,8.8,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",7.8 - < 9.0 : Q3,2,
Clinton,9,Northeastern New York,d21a,"Age-adjusted cirrhosis mortality rate per 100,000",30,81897,Average annual population,Rate,10.7,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",9.0 + : Q4,3,
Columbia,10,Northeastern New York,d21a,"Age-adjusted cirrhosis mortality rate per 100,000",20,62421,Average annual population,Rate,7.6,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 7.8 : Q1 & Q2,1,
Delaware,12,Northeastern New York,d21a,"Age-adjusted cirrhosis mortality rate per 100,000",13,47018,Average annual population,Rate,6.1,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 7.8 : Q1 & Q2,1,
Essex,15,Northeastern New York,d21a,"Age-adjusted cirrhosis mortality rate per 100,000",14,38746,Average annual population,Rate,8.4,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",7.8 - < 9.0 : Q3,2,
Franklin,16,Northeastern New York,d21a,"Age-adjusted cirrhosis mortality rate per 100,000",18,51141,Average annual population,Rate,9.8,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",9.0 + : Q4,3,
Fulton,17,Northeastern New York,d21a,"Age-adjusted cirrhosis mortality rate per 100,000",20,55255,Average annual population,Rate,9.7,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",9.0 + : Q4,3,
Greene,19,Northeastern New York,d21a,"Age-adjusted cirrhosis mortality rate per 100,000",23,49041,Average annual population,Rate,12.4,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",9.0 + : Q4,3,
Hamilton,20,Northeastern New York,d21a,"Age-adjusted cirrhosis mortality rate per 100,000",,4851,Average annual population,Rate,30.1,,Unstable Estimate,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",9.0 + : Q4,3,
Montgomery,27,Northeastern New York,d21a,"Age-adjusted cirrhosis mortality rate per 100,000",16,49584,Average annual population,Rate,9.5,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",9.0 + : Q4,3,
Otsego,36,Northeastern New York,d21a,"Age-adjusted cirrhosis mortality rate per 100,000",17,61926,Average annual population,Rate,7.6,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 7.8 : Q1 & Q2,1,
Rensselaer,38,Northeastern New York,d21a,"Age-adjusted cirrhosis mortality rate per 100,000",59,158122,Average annual population,Rate,10.9,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",9.0 + : Q4,3,
Saratoga,41,Northeastern New York,d21a,"Age-adjusted cirrhosis mortality rate per 100,000",55,220186,Average annual population,Rate,7.1,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 7.8 : Q1 & Q2,1,
Schenectady,42,Northeastern New York,d21a,"Age-adjusted cirrhosis mortality rate per 100,000",44,153985,Average annual population,Rate,7.8,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",7.8 - < 9.0 : Q3,2,
Schoharie,43,Northeastern New York,d21a,"Age-adjusted cirrhosis mortality rate per 100,000",,32285,Average annual population,Rate,7.9,,Unstable Estimate,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",7.8 - < 9.0 : Q3,2,
Warren,52,Northeastern New York,d21a,"Age-adjusted cirrhosis mortality rate per 100,000",18,65853,Average annual population,Rate,6.8,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 7.8 : Q1 & Q2,1,
Washington,53,Northeastern New York,d21a,"Age-adjusted cirrhosis mortality rate per 100,000",18,63045,Average annual population,Rate,8.1,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",7.8 - < 9.0 : Q3,2,
Dutchess,13,Hudson Valley,d21a,"Age-adjusted cirrhosis mortality rate per 100,000",60,296350,Average annual population,Rate,5.7,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 7.8 : Q1 & Q2,1,
Orange,33,Hudson Valley,d21a,"Age-adjusted cirrhosis mortality rate per 100,000",65,377072,Average annual population,Rate,5.7,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 7.8 : Q1 & Q2,1,
Putnam,37,Hudson Valley,d21a,"Age-adjusted cirrhosis mortality rate per 100,000",21,99636,Average annual population,Rate,6,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 7.8 : Q1 & Q2,1,
Rockland,39,Hudson Valley,d21a,"Age-adjusted cirrhosis mortality rate per 100,000",39,309006,Average annual population,Rate,3.7,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 7.8 : Q1 & Q2,1,
Sullivan,48,Hudson Valley,d21a,"Age-adjusted cirrhosis mortality rate per 100,000",25,76758,Average annual population,Rate,8,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",7.8 - < 9.0 : Q3,2,
Ulster,51,Hudson Valley,d21a,"Age-adjusted cirrhosis mortality rate per 100,000",45,182127,Average annual population,Rate,6.4,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 7.8 : Q1 & Q2,1,
Westchester,55,Hudson Valley,d21a,"Age-adjusted cirrhosis mortality rate per 100,000",191,953658,Average annual population,Rate,5.6,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 7.8 : Q1 & Q2,1,
Bronx,58,New York City,d21a,"Age-adjusted cirrhosis mortality rate per 100,000",311,1391466,Average annual population,Rate,7.9,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",7.8 - < 9.0 : Q3,2,
Kings,59,New York City,d21a,"Age-adjusted cirrhosis mortality rate per 100,000",443,2534814,Average annual population,Rate,5.8,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 7.8 : Q1 & Q2,1,
New York,60,New York City,d21a,"Age-adjusted cirrhosis mortality rate per 100,000",265,1605625,Average annual population,Rate,5.1,,,2009-2011,"2009-2011 Vital Statistics Data as of February, 2013",0 - < 7.8 : Q1 & Q2,1,
