County Name,County Code,Region Name,Indicator Number,Indicator,Total Event Counts,Denominator,Denominator Note,Measure Unit,Percentage/Rate,95% CI,Data Comments,Data Years,Data Sources,Quartile,Mapping Distribution,Location
Orleans,34,Western New York,g29,Age-adjusted percentage of adults with physician diagnosed diabetes,,,,Percentage,8.1,(5.9-10.3),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 9.0 : Q1 & Q2,1,
Wyoming,56,Western New York,g29,Age-adjusted percentage of adults with physician diagnosed diabetes,,,,Percentage,8.7,(6.3-11.0),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 9.0 : Q1 & Q2,1,
Chemung,7,Finger Lakes,g29,Age-adjusted percentage of adults with physician diagnosed diabetes,,,,Percentage,11.3,(8.5-14.0),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,10.5 + : Q4,3,
Livingston,24,Finger Lakes,g29,Age-adjusted percentage of adults with physician diagnosed diabetes,,,,Percentage,9.9,(7.6-12.2),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,9.0 - < 10.5 : Q3,2,
Monroe,26,Finger Lakes,g29,Age-adjusted percentage of adults with physician diagnosed diabetes,,,,Percentage,8.9,(6.3-11.5),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 9.0 : Q1 & Q2,1,
Ontario,32,Finger Lakes,g29,Age-adjusted percentage of adults with physician diagnosed diabetes,,,,Percentage,7.4,(5.5-9.4),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 9.0 : Q1 & Q2,1,
Schuyler,44,Finger Lakes,g29,Age-adjusted percentage of adults with physician diagnosed diabetes,,,,Percentage,10.3,(7.5-13.1),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,9.0 - < 10.5 : Q3,2,
Seneca,45,Finger Lakes,g29,Age-adjusted percentage of adults with physician diagnosed diabetes,,,,Percentage,10.7,(7.6-13.9),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,10.5 + : Q4,3,
Steuben,46,Finger Lakes,g29,Age-adjusted percentage of adults with physician diagnosed diabetes,,,,Percentage,7.9,(5.4-10.3),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 9.0 : Q1 & Q2,1,
Wayne,54,Finger Lakes,g29,Age-adjusted percentage of adults with physician diagnosed diabetes,,,,Percentage,8.6,(6.3-10.9),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 9.0 : Q1 & Q2,1,
Yates,57,Finger Lakes,g29,Age-adjusted percentage of adults with physician diagnosed diabetes,,,,Percentage,9,(6.6-11.5),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,9.0 - < 10.5 : Q3,2,
Cayuga,5,Central New York,g29,Age-adjusted percentage of adults with physician diagnosed diabetes,,,,Percentage,9.5,(6.7-12.3),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,9.0 - < 10.5 : Q3,2,
Cortland,11,Central New York,g29,Age-adjusted percentage of adults with physician diagnosed diabetes,,,,Percentage,10.5,(7.9-13.2),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,9.0 - < 10.5 : Q3,2,
Herkimer,21,Central New York,g29,Age-adjusted percentage of adults with physician diagnosed diabetes,,,,Percentage,11.2,(8.1-14.3),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,10.5 + : Q4,3,
Jefferson,22,Central New York,g29,Age-adjusted percentage of adults with physician diagnosed diabetes,,,,Percentage,10.7,(7.9-13.5),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,10.5 + : Q4,3,
Lewis,23,Central New York,g29,Age-adjusted percentage of adults with physician diagnosed diabetes,,,,Percentage,10.4,(7.8-12.9),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,9.0 - < 10.5 : Q3,2,
Madison,25,Central New York,g29,Age-adjusted percentage of adults with physician diagnosed diabetes,,,,Percentage,7.4,(5.4-9.4),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 9.0 : Q1 & Q2,1,
Oneida,30,Central New York,g29,Age-adjusted percentage of adults with physician diagnosed diabetes,,,,Percentage,8.8,(6.3-11.3),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 9.0 : Q1 & Q2,1,
Onondaga,31,Central New York,g29,Age-adjusted percentage of adults with physician diagnosed diabetes,,,,Percentage,7.6,(5.5-9.7),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 9.0 : Q1 & Q2,1,
Oswego,35,Central New York,g29,Age-adjusted percentage of adults with physician diagnosed diabetes,,,,Percentage,9.9,(7.4-12.4),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,9.0 - < 10.5 : Q3,2,
St. Lawrence,40,Central New York,g29,Age-adjusted percentage of adults with physician diagnosed diabetes,,,,Percentage,10.8,(8.2-13.4),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,10.5 + : Q4,3,
Tompkins,50,Central New York,g29,Age-adjusted percentage of adults with physician diagnosed diabetes,,,,Percentage,7.4,(4.8-10.0),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 9.0 : Q1 & Q2,1,
Broome,3,New York-Penn,g29,Age-adjusted percentage of adults with physician diagnosed diabetes,,,,Percentage,8.6,(6.2-11.0),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 9.0 : Q1 & Q2,1,
Chenango,8,New York-Penn,g29,Age-adjusted percentage of adults with physician diagnosed diabetes,,,,Percentage,12.1,(8.2-16.1),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,10.5 + : Q4,3,
Tioga,49,New York-Penn,g29,Age-adjusted percentage of adults with physician diagnosed diabetes,,,,Percentage,10.7,(7.4-14.0),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,10.5 + : Q4,3,
Albany,1,Northeastern New York,g29,Age-adjusted percentage of adults with physician diagnosed diabetes,,,,Percentage,8.6,(6.1-11.2),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 9.0 : Q1 & Q2,1,
Clinton,9,Northeastern New York,g29,Age-adjusted percentage of adults with physician diagnosed diabetes,,,,Percentage,10,(7.6-12.3),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,9.0 - < 10.5 : Q3,2,
Columbia,10,Northeastern New York,g29,Age-adjusted percentage of adults with physician diagnosed diabetes,,,,Percentage,6.6,(4.5-8.7),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 9.0 : Q1 & Q2,1,
Delaware,12,Northeastern New York,g29,Age-adjusted percentage of adults with physician diagnosed diabetes,,,,Percentage,8.7,(6.1-11.2),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 9.0 : Q1 & Q2,1,
Essex,15,Northeastern New York,g29,Age-adjusted percentage of adults with physician diagnosed diabetes,,,,Percentage,10.4,(7.2-13.5),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,9.0 - < 10.5 : Q3,2,
Franklin,16,Northeastern New York,g29,Age-adjusted percentage of adults with physician diagnosed diabetes,,,,Percentage,11.7,(8.6-14.8),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,10.5 + : Q4,3,
Fulton,17,Northeastern New York,g29,Age-adjusted percentage of adults with physician diagnosed diabetes,,,,Percentage,8,(5.9-10.0),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 9.0 : Q1 & Q2,1,
Greene,19,Northeastern New York,g29,Age-adjusted percentage of adults with physician diagnosed diabetes,,,,Percentage,8.7,(6.0-11.4),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 9.0 : Q1 & Q2,1,
Hamilton,20,Northeastern New York,g29,Age-adjusted percentage of adults with physician diagnosed diabetes,,,,Percentage,8,(5.2-10.7),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 9.0 : Q1 & Q2,1,
Montgomery,27,Northeastern New York,g29,Age-adjusted percentage of adults with physician diagnosed diabetes,,,,Percentage,7.7,(5.6-9.9),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 9.0 : Q1 & Q2,1,
Otsego,36,Northeastern New York,g29,Age-adjusted percentage of adults with physician diagnosed diabetes,,,,Percentage,6.6,(4.5-8.7),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 9.0 : Q1 & Q2,1,
Rensselaer,38,Northeastern New York,g29,Age-adjusted percentage of adults with physician diagnosed diabetes,,,,Percentage,9.3,(6.9-11.8),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,9.0 - < 10.5 : Q3,2,
Saratoga,41,Northeastern New York,g29,Age-adjusted percentage of adults with physician diagnosed diabetes,,,,Percentage,8.4,(6.1-10.6),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 9.0 : Q1 & Q2,1,
Schenectady,42,Northeastern New York,g29,Age-adjusted percentage of adults with physician diagnosed diabetes,,,,Percentage,9.4,(6.7-12.1),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,9.0 - < 10.5 : Q3,2,
Schoharie,43,Northeastern New York,g29,Age-adjusted percentage of adults with physician diagnosed diabetes,,,,Percentage,7.6,(5.5-9.7),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 9.0 : Q1 & Q2,1,
Warren,52,Northeastern New York,g29,Age-adjusted percentage of adults with physician diagnosed diabetes,,,,Percentage,9.8,(7.1-12.5),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,9.0 - < 10.5 : Q3,2,
Washington,53,Northeastern New York,g29,Age-adjusted percentage of adults with physician diagnosed diabetes,,,,Percentage,8.1,(6.0-10.3),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 9.0 : Q1 & Q2,1,
Dutchess,13,Hudson Valley,g29,Age-adjusted percentage of adults with physician diagnosed diabetes,,,,Percentage,9.7,(6.7-12.8),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,9.0 - < 10.5 : Q3,2,
Orange,33,Hudson Valley,g29,Age-adjusted percentage of adults with physician diagnosed diabetes,,,,Percentage,6.9,(5.0-8.7),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 9.0 : Q1 & Q2,1,
Putnam,37,Hudson Valley,g29,Age-adjusted percentage of adults with physician diagnosed diabetes,,,,Percentage,6.4,(4.1-8.8),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 9.0 : Q1 & Q2,1,
Rockland,39,Hudson Valley,g29,Age-adjusted percentage of adults with physician diagnosed diabetes,,,,Percentage,8,(5.8-10.1),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 9.0 : Q1 & Q2,1,
Sullivan,48,Hudson Valley,g29,Age-adjusted percentage of adults with physician diagnosed diabetes,,,,Percentage,10.4,(7.2-13.6),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,9.0 - < 10.5 : Q3,2,
Ulster,51,Hudson Valley,g29,Age-adjusted percentage of adults with physician diagnosed diabetes,,,,Percentage,8,(5.5-10.5),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 9.0 : Q1 & Q2,1,
Westchester,55,Hudson Valley,g29,Age-adjusted percentage of adults with physician diagnosed diabetes,,,,Percentage,7.2,(4.6-9.7),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 9.0 : Q1 & Q2,1,
Bronx,58,New York City,g29,Age-adjusted percentage of adults with physician diagnosed diabetes,,,,Percentage,11.3,(9.5-13.4),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,10.5 + : Q4,3,
Kings,59,New York City,g29,Age-adjusted percentage of adults with physician diagnosed diabetes,,,,Percentage,10.5,(9.1-12.1),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,9.0 - < 10.5 : Q3,2,
New York,60,New York City,g29,Age-adjusted percentage of adults with physician diagnosed diabetes,,,,Percentage,6.1,(4.9-7.4),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 9.0 : Q1 & Q2,1,
Queens,61,New York City,g29,Age-adjusted percentage of adults with physician diagnosed diabetes,,,,Percentage,11,(9.3-12.9),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,10.5 + : Q4,3,
Richmond,62,New York City,g29,Age-adjusted percentage of adults with physician diagnosed diabetes,,,,Percentage,8.5,(6.5-11.1),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 9.0 : Q1 & Q2,1,
Nassau,28,Nassau-Suffolk,g29,Age-adjusted percentage of adults with physician diagnosed diabetes,,,,Percentage,5.9,(3.9-7.9),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,0 - < 9.0 : Q1 & Q2,1,
Suffolk,47,Nassau-Suffolk,g29,Age-adjusted percentage of adults with physician diagnosed diabetes,,,,Percentage,9,(6.7-11.3),,2008-2009,2008-2009 NYS Expanded Behavioral Risk Factor Surveillance System Data as of 2010,9.0 - < 10.5 : Q3,2,
Allegany,2,Western New York,g62,Percentage of WIC mothers breastfeeding at least 6 months,111,203,Average annual population,Percentage,18.2,,,2009-2011,"2009-2011 NYS Pediatric Nutrition Surveillance System Data as of September, 2013",16.4 - < 19.0 : Q2,2,
Cattaraugus,4,Western New York,g62,Percentage of WIC mothers breastfeeding at least 6 months,186,352,Average annual population,Percentage,17.6,,,2009-2011,"2009-2011 NYS Pediatric Nutrition Surveillance System Data as of September, 2013",16.4 - < 19.0 : Q2,2,
Chautauqua,6,Western New York,g62,Percentage of WIC mothers breastfeeding at least 6 months,290,695,Average annual population,Percentage,13.9,,,2009-2011,"2009-2011 NYS Pediatric Nutrition Surveillance System Data as of September, 2013",0 - < 16.4 : Q1,3,
Erie,14,Western New York,g62,Percentage of WIC mothers breastfeeding at least 6 months,1250,2935,Average annual population,Percentage,14.2,,,2009-2011,"2009-2011 NYS Pediatric Nutrition Surveillance System Data as of September, 2013",0 - < 16.4 : Q1,3,
Genesee,18,Western New York,g62,Percentage of WIC mothers breastfeeding at least 6 months,208,367,Average annual population,Percentage,18.9,,,2009-2011,"2009-2011 NYS Pediatric Nutrition Surveillance System Data as of September, 2013",16.4 - < 19.0 : Q2,2,
Niagara,29,Western New York,g62,Percentage of WIC mothers breastfeeding at least 6 months,293,757,Average annual population,Percentage,12.9,,,2009-2011,"2009-2011 NYS Pediatric Nutrition Surveillance System Data as of September, 2013",0 - < 16.4 : Q1,3,
Orleans,34,Western New York,g62,Percentage of WIC mothers breastfeeding at least 6 months,78,161,Average annual population,Percentage,16.1,,,2009-2011,"2009-2011 NYS Pediatric Nutrition Surveillance System Data as of September, 2013",0 - < 16.4 : Q1,3,
Wyoming,56,Western New York,g62,Percentage of WIC mothers breastfeeding at least 6 months,73,101,Average annual population,Percentage,24,,,2009-2011,"2009-2011 NYS Pediatric Nutrition Surveillance System Data as of September, 2013",19.0 + : Q3 & Q4,1,
Chemung,7,Finger Lakes,g62,Percentage of WIC mothers breastfeeding at least 6 months,217,480,Average annual population,Percentage,15.1,,,2009-2011,"2009-2011 NYS Pediatric Nutrition Surveillance System Data as of September, 2013",0 - < 16.4 : Q1,3,
Livingston,24,Finger Lakes,g62,Percentage of WIC mothers breastfeeding at least 6 months,152,186,Average annual population,Percentage,27.2,,,2009-2011,"2009-2011 NYS Pediatric Nutrition Surveillance System Data as of September, 2013",19.0 + : Q3 & Q4,1,
Monroe,26,Finger Lakes,g62,Percentage of WIC mothers breastfeeding at least 6 months,1458,2493,Average annual population,Percentage,19.5,,,2009-2011,"2009-2011 NYS Pediatric Nutrition Surveillance System Data as of September, 2013",19.0 + : Q3 & Q4,1,
Ontario,32,Finger Lakes,g62,Percentage of WIC mothers breastfeeding at least 6 months,206,328,Average annual population,Percentage,21,,,2009-2011,"2009-2011 NYS Pediatric Nutrition Surveillance System Data as of September, 2013",19.0 + : Q3 & Q4,1,
Schuyler,44,Finger Lakes,g62,Percentage of WIC mothers breastfeeding at least 6 months,39,75,Average annual population,Percentage,17.4,,,2009-2011,"2009-2011 NYS Pediatric Nutrition Surveillance System Data as of September, 2013",16.4 - < 19.0 : Q2,2,
Seneca,45,Finger Lakes,g62,Percentage of WIC mothers breastfeeding at least 6 months,47,95,Average annual population,Percentage,16.4,,,2009-2011,"2009-2011 NYS Pediatric Nutrition Surveillance System Data as of September, 2013",0 - < 16.4 : Q1,3,
Steuben,46,Finger Lakes,g62,Percentage of WIC mothers breastfeeding at least 6 months,202,392,Average annual population,Percentage,17.2,,,2009-2011,"2009-2011 NYS Pediatric Nutrition Surveillance System Data as of September, 2013",16.4 - < 19.0 : Q2,2,
Wayne,54,Finger Lakes,g62,Percentage of WIC mothers breastfeeding at least 6 months,138,315,Average annual population,Percentage,14.6,,,2009-2011,"2009-2011 NYS Pediatric Nutrition Surveillance System Data as of September, 2013",0 - < 16.4 : Q1,3,
Yates,57,Finger Lakes,g62,Percentage of WIC mothers breastfeeding at least 6 months,37,75,Average annual population,Percentage,16.4,,,2009-2011,"2009-2011 NYS Pediatric Nutrition Surveillance System Data as of September, 2013",0 - < 16.4 : Q1,3,
Cayuga,5,Central New York,g62,Percentage of WIC mothers breastfeeding at least 6 months,150,332,Average annual population,Percentage,15.1,,,2009-2011,"2009-2011 NYS Pediatric Nutrition Surveillance System Data as of September, 2013",0 - < 16.4 : Q1,3,
